NDB_No,Shrt_Desc,Energ_Kcal,Protein_(g),Carbohydrt_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
02031,"PEPPER,RED OR CAYENNE",318,12.01,56.63,10.34,3.26,2.75,8.37,0
02032,"PEPPER,WHITE",296,10.4,68.61,,0.626,0.789,0.616,0
02033,POPPY SEED,525,17.99,28.13,2.99,4.517,5.982,28.569,0
02034,POULTRY SEASONING,307,9.59,65.59,1.8,3.29,1.206,1.936,0
02035,PUMPKIN PIE SPICE,342,5.76,69.28,7.76,6.53,1.102,0.78,0
02036,"ROSEMARY,DRIED",331,4.88,64.06,,7.371,3.014,2.339,0
02037,SAFFRON,310,11.43,65.37,,1.586,0.429,2.067,0
02038,"SAGE,GROUND",315,10.63,60.73,1.71,7.03,1.87,1.76,0
02039,"SAVORY,GROUND",272,6.73,68.73,,3.26,,,0
02041,"SPICES,TARRAGON,DRIED",295,22.77,50.22,,1.881,0.474,3.698,0
02042,"SPICES,THYME,DRIED",276,9.11,63.94,1.71,2.73,0.47,1.19,0
02043,"TURMERIC,GROUND",312,9.68,67.14,3.21,1.838,0.449,0.756,0
02044,"BASIL,FRESH",23,3.15,2.65,0.3,0.041,0.088,0.389,0
02045,"DILL WEED,FRSH",43,3.46,7.02,,0.06,0.802,0.095,0
02046,"MUSTARD,PREPARED,YELLOW",60,3.74,5.83,0.92,0.214,2.182,0.774,0
02047,"SALT,TABLE",0,0,0,0,0,0,0,0
02048,"VINEGAR,CIDER",21,0,0.93,0.4,0,0,0,0
02049,"THYME,FRSH",101,5.56,24.45,,0.467,0.081,0.532,0
02050,VANILLA EXTRACT,288,0.06,12.65,12.65,0.01,0.01,0.004,0
02051,"VANILLA EXTRACT,IMITN,ALCOHOL",237,0.05,2.41,,,,,0
02052,"VANILLA EXTRACT,IMITN,NO ALCOHOL",56,0.03,14.4,14.4,0,0,0,0
02053,"VINEGAR,DISTILLED",18,0,0.04,0.04,0,0,0,0
02054,"CAPERS,CANNED",23,2.36,4.89,0.41,0.233,0.063,0.304,0
02055,"HORSERADISH,PREPARED",48,1.18,11.29,7.99,0.09,0.13,0.339,0
02063,"ROSEMARY,FRESH",131,3.31,20.7,,2.838,1.16,0.901,0
02064,"PEPPERMINT,FRESH",70,3.75,14.89,,0.246,0.033,0.508,0
02065,"SPEARMINT,FRESH",44,3.29,8.41,,0.191,0.025,0.394,0
02066,"SPEARMINT,DRIED",285,19.93,52.04,,1.577,0.21,3.257,0
02073,"PACE,DRY TACO SEAS MIX",188,0,56.29,18.76,0,,,0
02074,"SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO",0,0,0,0,0,,,0
02075,"SEASONING MIX,DRY,TACO,ORIGINAL",322,4.5,58,10.83,0,,,0
02076,"SEASONING MIX,DRY,CHILI,ORIGINAL",335,10.82,56.56,8.67,0,,5.556,0
03001,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",347,0,86.68,57.4,0,0,0,0
03019,"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",330,0.82,76.61,68.65,0.364,0.092,0.664,0
03091,"BABYFOOD,VEG,GRN BNS,STR",27,1.2,6.29,1.88,0.039,0,0.116,0
03092,"BABYFOOD,VEG,GRN BNS,JR",24,1.2,5.8,1.08,0.023,0.004,0.052,0
03093,"BABYFOOD,GRN BNS,DICES,TODD",29,1.2,5.7,1.06,0.044,0.008,0.102,0
03098,"BABYFOOD,VEG,BEETS,STR",34,1.3,7.7,6.09,0.016,0.019,0.036,0
03099,"BABYFOOD,VEG,CARROTS,STR",26,0.8,6,3.64,0.018,0.004,0.047,0
03100,"BABYFOOD,VEG,CARROTS,JR",32,0.8,7.2,3.16,0.036,0.009,0.093,0
03104,"BABYFOOD,VEG,SQUASH,STR",28,0.81,5.73,3.37,0.02,0.02,0.04,0
03105,"BABYFOOD,VEG,SQUASH,JR",24,0.81,5.73,3.24,0.02,0.02,0.04,0
03108,"BABYFOOD,VEG,SWT POTATOES,STR",57,1.1,13.2,4.05,0.021,0.004,0.044,0
03109,"BABYFOOD,VEG,SWT POTATOES,JR",60,1.1,14,4.24,0.021,0.004,0.044,0
03112,"BABYFOOD,POTATOES,TODDLER",52,1,11.73,0.91,0.015,0.002,0.025,0
03114,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",50,2,9.26,2.93,0.095,0.166,0.28,0
03115,"BABYFOOD,APPLS,DICES,TODD",51,0.2,12.1,10.83,0.02,0.004,0.03,0
03116,"BABYFOOD,FRUIT,APPLSAUC,STR",41,0.2,10.8,9.87,0.032,0.008,0.056,0
03117,"BABYFOOD,FRUIT,APPLSAUC,JR",37,0,10.3,8.48,0,0,0,0
03118,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",60,0.3,16.3,1.41,0,0,0,0
03121,"BABYFOOD,VEG,PEAS,STR",50,3.27,8.36,2.01,0.07,0.05,0.2,0
03122,"BABYFOOD,PEAS,DICES,TODD",64,3.9,10.3,4.13,0.14,0.07,0.37,0
03128,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",63,0.3,17.3,1.4,0,0,0,0
03129,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",56,0.4,15.3,0.38,0.035,0.01,0.019,0
03130,"BABYFOOD,FRUIT,PEACHES,STR",65,0.94,14.48,11.5,0.02,0.01,0.04,0
03131,"BABYFOOD,FRUIT,PEACHES,JR",65,0.94,14.48,11.5,0.02,0.01,0.04,0
03132,"BABYFOOD,FRUIT,PEARS,STR",42,0.3,10.8,6.98,0.012,0.042,0.046,0
03133,"BABYFOOD,FRUIT,PEARS,JR",44,0.3,11.6,7.34,0.006,0.021,0.023,0
03134,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",71,0.1,19.7,13.34,0,0,0,0
03135,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",74,0.1,20.5,13.64,0,0,0,0
03136,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",69,0.6,18.5,10.97,0.008,0.066,0.022,0
03137,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",70,0.6,18.7,10.97,0.008,0.066,0.022,0
03139,"BABYFOOD,PRUNES,WO/VIT C,STR",100,1,23.52,14.28,0.02,0.13,0.04,0
03140,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",70,0.3,19,13,0.039,0.06,0.03,0
03141,"BABYFOOD,PEARS,DICES,TODD",57,0.3,13.6,8.66,0.01,0.043,0.046,0
03142,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",44,0.2,11.64,9.25,0.024,0.037,0.045,0
03143,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",47,0.2,12.4,8.72,0.028,0.03,0.051,0
03144,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",51,0,14.1,10.81,0,0,0,0
03145,"BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR",51,0,14.1,10.61,0,0,0,0
03147,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",66,0.37,16.16,4.35,0.04,0.01,0.05,0
03150,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",37,0.1,10.1,,0.01,0.009,0.032,0
03151,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",39,0.1,10.5,,0.011,0.009,0.032,0
03152,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",58,0.2,15.6,12.96,0.033,0.008,0.062,0
03153,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58,0.2,15.4,12.96,0.032,0.008,0.063,0
03154,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",64,0.3,15.3,11.6,0.041,0.008,0.079,0
03156,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",68,0.2,18.4,8.41,0.036,0.009,0.02,0
03157,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",65,0.2,17.8,10.73,0,0,0,0
03158,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",41,0.3,10.9,7.79,0.007,0.016,0.029,0
03159,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",44,0.3,11.4,7.36,0.013,0.031,0.058,0
03161,"BABYFOOD,PEACHES,DICES,TODD",51,0.5,11.8,9.49,0.016,0.046,0.078,0
03163,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",83,0.9,19.31,12.76,0.106,0.028,0.085,0
03164,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",61,0.2,16.3,13.93,0.024,0.019,0.073,0
03165,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",62,0.2,16.6,8.83,0.024,0.019,0.073,0
03166,"BABYFOOD,JUICE,APPLE",47,0,11.7,10.7,0.018,0.002,0.031,0
03167,"BABYFOOD,APPLE-BANANA JUC",51,0.2,12.3,11,0.018,0.004,0.034,0
03168,"BABYFOOD,JUC,APPL&PEACH",43,0.2,10.5,9.59,0.018,0.002,0.031,0
03169,"BABYFOOD,APPLE-CRANBERRY JUC",46,0,11.49,6.88,0.007,0.001,0.012,0
03170,"BABYFOOD,JUC,APPL&PLUM",49,0.1,12.3,11.54,0,0,0,0
03171,"BABYFOOD,JUC,APPL&PRUNE",72,0.2,18.1,10.58,0.018,0.006,0.031,0
03172,"BABYFOOD,JUICE,ORANGE",45,0.6,10.2,8.26,0.035,0.05,0.06,0
03174,"BABYFOOD,JUC,ORANGE&APPL&BANANA",47,0.4,11.5,10.03,0.016,0.007,0.027,0
03175,"BABYFOOD,JUC,ORANGE&APRICOT",46,0.8,10.9,,0.011,0.022,0.02,0
03177,"BABYFOOD,JUC,ORANGE&PNAPPL",48,0.5,11.7,,0.01,0.014,0.024,0
03179,"BABYFOOD,JUC,MXD FRUIT",47,0.1,11.7,8.46,0.015,0.006,0.039,0
03181,"BABYFOOD,CRL,BARLEY,DRY",376,13.2,69.4,13.2,0.894,1.45,3.859,0
03184,"BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY",402,12.6,77.1,22.2,0.639,1.277,1.866,0
03185,"BABYFOOD,CEREAL,MIXED,DRY",379,12.2,73.4,0.87,0.769,1.206,1.697,0
03186,"BABYFOOD,CRL,MXD,W/BANANAS,DRY",391,10.7,77.1,6.68,0.846,1.223,1.734,0
03187,"BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR",82,1.2,18,7.79,0.09,0.135,0.191,0
03188,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",83,1.2,18.4,7.79,0.072,0.108,0.152,0
03189,"BABYFOOD,CRL,OATMEAL,DRY",393,13.07,71.05,3.84,1.37,2.57,2.47,0
03190,"BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY",393,12,73.4,13.75,1.267,1.429,2.186,0
03191,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR",74,1.3,15.4,10.49,0.125,0.216,0.253,0
03192,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR",75,1.3,15.7,9.48,0.126,0.216,0.253,0
03194,"BABYFOOD,CEREAL,RICE,DRY",391,7.1,77.7,0.12,0.919,1.26,2.016,0
03195,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR",80,1.2,17.1,2.24,0.114,0.104,0.102,0
03205,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",402,10.5,74.1,11.09,1.572,3.008,2.29,0
03209,"BABYFOOD,CRACKERS,VEG",477,8.4,66.85,13,1.966,15.779,1.022,0
03210,"BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",82,0.9,18.3,10.5,0.06,0.04,0.05,0
03211,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",374,25.4,57.6,,0.96,1.231,3.429,0
03212,"BABYFOOD,CRL,RICE,W/BANANAS,DRY",404,8.7,79.9,16.7,0.978,0.986,1.503,0
03214,"BABYFOOD,COOKIES,ARROWROOT",424,7.6,75.4,,1.048,7.922,0.591,0
03215,"BABYFOOD,PRETZELS",397,10.8,82.2,3.08,0.4,0.238,1.054,0
03220,"BABYFOOD,DSSRT,DUTCH APPL,STR",75,0.2,19.74,17.89,0.19,0.08,0.01,0
03221,"BABYFOOD,DSSRT,DUTCH APPL,JR",79,0.2,19.18,17.89,0.025,0.006,0.045,0
03222,"BABYFOOD,CHERRY COBBLER,JR",78,0.3,19.2,10.39,0.02,0.02,0.03,0
03227,"BABYFOOD,DSSRT,PEACH COBBLER,STR",65,0.3,17.8,10.62,0,0,0,0
03228,"BABYFOOD,DSSRT,PEACH COBBLER,JR",67,0.3,18.3,11.89,0,0,0,0
03233,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",81,1.3,20.3,10.28,0.099,0.109,0.041,0
03235,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59,0.3,16,12.6,0,0,0,0
03236,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",63,0.3,17.2,12,0,0,0,0
03265,"BABYFOOD,JUC,APPL&GRAPE",46,0.1,11.34,10.9,0.04,0.009,0.059,0
03267,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",52,0.2,12.7,10.6,0.02,0.004,0.029,0
03268,"BABYFOOD,JUC,APPL&CHERRY",41,0.1,9.9,8.98,0.035,0.011,0.06,0
03269,"BABYFOOD,JUC,APPL,W/CA",46,0.06,11.1,9,0.018,0.005,0.032,0
03280,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",67,0.4,17.8,7.1,0.076,0.018,0.037,0
03282,"BABYFOOD,VEG,MIX VEG JR",36,1.4,8.2,1.78,0.079,0.025,0.186,0
03283,"BABYFOOD,VEG,GARDEN VEG,STR",32,2.3,6.8,2.57,0.035,0.011,0.09,0
03286,"BABYFOOD,VEG,MIX VEG STR",36,1,8.25,1.57,0.089,0.118,0.194,0
03293,"BABYFOOD,PLUMS,BANANAS&RICE,STR",57,1.1,12.7,9.3,0.06,0.12,0.07,0
03301,"Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS",31,0,7.4,6.12,0,0.002,0.015,0
03302,"BABYFOOD,SNACK,GERBER GRADUATE YOGURT MELTS",429,14.29,71.43,57.14,2.236,0.968,0.194,0
03813,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",66,1.83,6.81,5.13,1.364,1.206,0.617,0
03814,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",502,14.2,55,55,10.99,9.52,4.93,0
03816,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",127,3.53,13.12,13.08,2.879,2.493,1.159,0
03822,"INF FORMULA, MEAD JOHNSON, PREGESTIMIL, W/IRON, PREP FRO PDR",67,1.82,6.63,6.63,2.172,0.583,0.809,0
03823,"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",63,1.64,6.11,6.11,1.443,1.292,0.651,0
03824,"INF FORMULA, MEAD JOHNSON, PROSOBEE,W/IRON ,LIQ CNC, NOT REC",131,3.19,13.58,13.58,3.038,2.72,1.371,0
03826,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",510,12.5,54.3,53,11.37,10.32,5.2,0
03838,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",494,13.9,51,51,10.99,9.63,5.18,0
03841,"INF FORMULA, ABBO NUTR, SIMIL,ISOMI,W/ IRON,RTF",66,1.61,6.7,6.7,1.166,1.371,0.838,0
03842,"INF FORMULA, ABBOTT NUTR, SIMILAC, ISOMIL,W/ IRON,LIQ CONC",128,3.13,13.21,13.1,2.262,2.66,1.625,0
03843,"INF FORMULA, ABBO NUTR, SIMILA, ISOMI, W/ IRON,PDR,NOT RECON",517,12.6,53.57,52.97,9.167,10.778,6.584,0
03844,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",126,3.53,13.12,9.87,2.798,2.486,1.327,0
03845,"INF FORMU,ME JOHNS,ENFAM,NUTRA,LIPI,W/ IRO,RTF,W/ ARA & DHA",66,1.83,6.81,5.13,1.453,1.255,0.67,0
03852,"INF FORMULA, MEA JOH,EN,PR LIPI,W/ IRO,PD,NO RE,W/ ARA & DHA",510,12.5,53,53,11.37,10.32,5.2,0
03854,"INFFORMULA, MEAD JOHNS,ENFAMIL,PROSOB,LIPI,LC,NOTREC,ARA&DHA",131,3.19,13.58,13.58,2.969,2.598,1.378,0
03857,"INF FORMULA,MEJOHN,PROSOBE LIPI,W/ IRO,RE TO FE,W/ ARA & DHA",64,1.64,6.11,6.11,1.453,1.255,0.671,0
03861,"INF FORM,MEAD JOHN,NEXT STEP,PROS LIPIL,PDR,W/ ARA & DHA",480,15.6,57.1,56,8.905,7.8,4.2,0
03864,"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA",67,2.14,8.09,7.77,1.242,1.078,0.573,0
03925,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",65,1.63,7.17,5.69,1.4,1,0.8,0
03926,"INF FORM,NEST,GOOD START ESSENT SOY,W/ IRON,LIQ CON,NOT RECO",128,3.2,14.1,11.2,2.8,2.03,1.317,0
03928,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,PDR",502,12.5,55.7,44.38,11,8.1,6,0
03929,"INF FORMULA, MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON",480,15.6,57.1,56,8.905,7.8,4.2,0
03930,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",67,2.14,8.08,7.77,1.243,1.078,0.544,0
03939,"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,RTF",63,1.8,6.09,6.1,1.6,1.4,0.5,0
03940,"INF FORMU,PBM PRODU,STORE BR,SOY,LIQ CONC,NOT RECON",126,3.6,12.18,12.18,3.2,2.8,1,0
03941,"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,PDR",508,13.6,52.2,52.2,12.37,10.78,3.83,0
03952,"INF FORMULA, ABB NUTR, SIMIL, ISOMIL, ADVA W/ IRON,LIQ CONC",128,3.13,13.21,13.1,2.262,2.66,1.625,0
03953,"INF FORMULA, ABBO NUTR,SIMIL,ISOMIL, ADVANCE W/ IRON,RTF",66,1.61,6.7,6.7,1.166,1.371,0.838,0
03954,"INF FORMULA, ABB NUTR, SIMI, ISOMI, ADVAN W/ IRO ,PD,NOT REC",517,12.6,53.57,52.97,9.167,10.778,6.584,0
03963,"INFFORM,MEADJOHNSON,ENFAMIL GENTLEASE LIPIL,W/IRON,PREPFRPDR",63,1.52,6.39,6.44,1.5,1.3,0.7,0
03980,"INF FORMULA,MEAD JOHNSON,ENFAMIL,GENTLEASE,PDR",514,11.8,56,56,11.649,10.108,5.071,0
03981,"INF FORMULA, MEAD JOHNS, ENFAMIL, ENFAGROW, GENTLEA,TOD, RTF",66,1.71,6.9,6.9,1.602,0.031,0.744,0
03982,"INF FORMULA, MEAD JOHNSON, ENFAMIL, ENFAGROW, SOY, TODD RTF",65,2.17,7.64,7.64,0.855,0.727,0.38,0
03983,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN AA,RTF",66,1.84,6.76,6.76,1.592,0.031,0.741,0
03984,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMATURE,20 CAL RTF",66,1.97,7.21,7.2,1.679,0.021,1.164,0
03985,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMATURE,24 CALO RTF",67,1.97,7.19,7.21,1.339,0.021,1.169,0
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF",66,1.38,7.39,7.39,1.001,0.896,0.467,0
03987,"INF FORMULA, GERBER, GOOD START 2 SOY,W/ IRON,RTF",65,1.84,7.15,7.14,1.399,1.187,0.694,0
03988,"INF FORMULA,GERBER,GOOD START,PROTECT PLUS,RTF",65,1.44,7.17,7.17,1.443,1.252,0.667,0
03989,"INF FORMULA,GERBER GOOD START 2,GENTLE PLUS,RTF",66,1.44,7.61,7.61,0.975,0.846,0.451,0
03990,"INF FORMULA, GERBER, GOOD START 2,PROTECT PLUS, RTF",66,1.44,7.39,7.34,1.443,1.252,0.667,0
03991,"INF FORMULA, ABBO NU,SIMIL,GO & GR,RTF,W/ ARA & DHA",66,1.97,6.69,6.69,1.018,0.911,0.476,0
03992,"INF FORMU, ABBO NUTR, SIMIL, EXPERT CARE, DIARRH RT",66,1.76,6.67,6.66,1.477,1.293,0.685,0
03993,"INF FORMULA, ABBO NUTR, SIMIL, FOR SPIT UP, RTF,W/ ARA & DHA",66,1.4,7.19,7.19,2.3,0.364,0.793,0
03994,"BABYFD,FRU,BAN AND STRAW, JU",109,0.71,25.78,19.29,0.121,0.036,0.084,0
03995,"BABYFOO,BAN WI MIX BERR,ST",92,1.01,21.31,15,0.081,0.036,0.123,0
03996,"BABYFOOD,MULTIGRAIN WHL GRAIN CRL,DRY",405,6.25,80.89,12.5,1.058,1.291,2.596,0
03997,"BABYFOOD,BABY MUM MUM RICE BISCUITS",391,12.5,83.21,12.5,0.238,0.224,0.255,0
03999,"INF FORMULA, ABBOTT NUTRIT, SIMILAC, FOR SPIT UP, POW",514,11,55,55,18.025,2.849,6.218,0
04015,"SALAD DRSNG,RUSSIAN DRSNG",355,0.69,31.9,17.68,2.39,5.928,14.83,0
04016,"SALAD DRSNG,SESAME SD DRSNG,REG",443,3.1,8.6,8.32,6.2,11.9,25.1,0
04020,"SALAD DRSNG,FRENCH DRSNG,RED FAT",222,0.58,31.22,16.86,0.842,4.518,3.852,0
04021,"SALAD DRSNG,ITALIAN DRSNG,COMM,RED FAT",102,0.39,9.99,9.16,0.833,1.725,3.236,0
04029,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",482,0.1,15.8,6,7.5,10.5,27.6,0
04031,"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED",884,0,0,0,25,44.5,26.1,0
04034,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",884,0,0,0,14.9,43,37.6,0
04037,"OIL,RICE BRAN",884,0,0,0,19.7,39.3,35,0
04038,"OIL,WHEAT GERM",884,0,0,0,18.8,15.1,61.7,0
04042,"OIL,PNUT,SALAD OR COOKING",884,0,0,0,16.9,46.2,32,0
04044,"OIL,SOYBN,SALAD OR COOKING",884,0,0,0,15.65,22.783,57.74,0
04047,"OIL,COCNT",862,0,0,0,86.5,5.8,1.8,0
04053,"OIL,OLIVE,SALAD OR COOKING",884,0,0,0,13.808,72.961,10.523,0
04055,"OIL,PALM",884,0,0,0,49.3,37,9.3,0
04058,"OIL,SESAME,SALAD OR COOKING",884,0,0,0,14.2,39.7,41.7,0
04060,"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)",884,0,0,0,10.1,45.4,40.1,0
04073,"MARGARINE,REG,HARD,SOYBN (HYDR)",719,0.9,0.9,0,16.7,39.3,20.9,0
04114,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",240,0.41,12.12,10.77,2.948,5.638,10.748,0
04120,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",457,0.77,15.58,15.95,5.648,8.433,21.029,0
04128,"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",339,0.51,0.66,0,8.637,13.958,12.407,0
04133,"SALAD DRSNG,FRENCH,HOME RECIPE",631,0.1,3.4,,12.6,20.7,33.7,0
04135,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",449,0,2.5,2.5,9.1,14.8,24.1,0
04141,"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",459,0.77,15.58,15.95,5.648,8.433,21.029,0
04142,"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",233,0.58,29.28,28.45,1.099,5.898,5.029,0
04146,"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",631,0.1,3.4,,18.2,,,0
04367,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",132,0.2,32.14,16.45,0.037,0.141,0.062,0
04501,"OIL,COCOA BUTTER",884,0,0,0,59.7,32.9,3,0
04502,"OIL,CTTNSD,SALAD OR COOKING",884,0,0,0,25.9,17.8,51.9,0
04506,"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)",884,0,0,0,10.3,19.5,65.7,0
04510,"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",884,0,0,0,6.203,14.355,74.623,0
04511,"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",884,0,0,0,7.541,75.221,12.82,0
04513,"VEGETABLE OIL,PALM KERNEL",862,0,0,0,81.5,11.4,1.6,0
04514,"OIL,POPPYSEED",884,0,0,0,13.5,19.7,62.4,0
04515,"OIL,TOMATOSEED",884,0,0,0,19.7,22.8,53.1,0
04516,"OIL,TEASEED",884,0,0,0,21.1,51.5,23,0
04517,"OIL,GRAPESEED",884,0,0,0,9.6,16.1,69.9,0
04518,"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",900,0,0,0,12.948,27.576,54.677,0
04528,"OIL,WALNUT",884,0,0,0,9.1,22.8,63.3,0
04529,"OIL,ALMOND",884,0,0,0,8.2,69.9,17.4,0
04530,"OIL,APRICOT KERNEL",884,0,0,0,6.3,60,29.3,0
04531,"OIL,SOYBN LECITHIN",763,0,0,0,15.005,10.977,45.318,0
04532,"OIL,HAZELNUT",884,0,0,0,7.4,78,10.2,0
04534,"OIL,BABASSU",884,0,0,0,81.2,11.4,1.6,0
04536,"OIL,SHEANUT",884,0,0,0,46.6,44,5.2,0
04541,"OIL,CUPU ASSU",884,0,0,0,53.2,38.7,3.8,0
04543,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD",884,0,0,0,18,29.5,48.1,0
04545,"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)",884,0,0,0,13,46.2,36.4,0
04546,"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",884,0,0,0,22,33,40.6,0
04548,"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",884,0,0,0,27.2,54.2,14.1,0
04551,"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",884,0,0,0,91.3,2.2,1,0
04554,"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",884,0,0,0,25.6,58,12,0
04556,"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",884,0,0,,47.5,40.6,7.5,0
04559,SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884,0,0,,25.02,42.51,26.64,0
04560,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",884,0,0,0,21.1,73.7,0.4,0
04570,"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",884,0,0,,65.5,29.6,0.5,0
04572,"OIL,NUTMEG BUTTER",884,0,0,0,90,4.8,0,0
04573,"OIL,UCUHUBA BUTTER",884,0,0,0,85.2,6.7,2.9,0
04582,"OIL,CANOLA",884,0,0,0,7.365,63.276,28.142,0
04584,"OIL,SUNFLOWER,HI OLEIC (70% & OVER)",884,0,0,0,9.859,83.689,3.798,0
